,bpi,disclaimer,time
2017-06-21,2712.1575,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-06-22,2740.79,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-06-23,2738.225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-06-24,2619.1188,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-06-25,2594.4538,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-06-26,2485.3588,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-06-27,2593.17,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-06-28,2584.5638,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-06-29,2561.5613,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-06-30,2499.9838,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-01,2460.2,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-02,2529.7838,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-03,2581.0663,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-04,2625.0713,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-05,2629.2725,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-06,2619.1125,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-07,2521.2363,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-08,2579.9338,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-09,2525.675,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-10,2371.96,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-11,2332.1875,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-12,2423.16,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-13,2364.5163,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-14,2232.655,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-15,1993.2588,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-16,1938.9425,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-17,2244.265,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-18,2327.8975,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-19,2294.405,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-20,2877.3863,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-21,2694.2913,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-22,2838.81,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-23,2762.6263,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-24,2779.0438,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-25,2591.2163,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-26,2550.18,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-27,2697.4725,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-28,2805.1788,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-29,2720.08,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-30,2746.3263,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-07-31,2873.8325,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-01,2735.5875,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-02,2723.58,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-03,2814.3613,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-04,2883.6813,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-05,3301.7588,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-06,3255.0025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-07,3431.9688,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-08,3453.1625,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-09,3377.5438,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-10,3445.28,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-11,3679.6075,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-12,3917.6488,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-13,4111.1963,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-14,4382.7413,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-15,4204.43,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-16,4425.2963,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-17,4316.34,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-18,4159.4575,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-19,4206.1313,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-20,4111.22,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-21,4054.9425,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-22,4137.6725,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-23,4191.2175,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-24,4362.475,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-25,4408.3238,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-26,4387.4613,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-27,4394.515,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-28,4439.6588,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-29,4648.1338,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-30,4630.7275,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-08-31,4764.8675,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-01,4950.7238,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-02,4643.975,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-03,4631.695,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-04,4319.7213,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-05,4422.1213,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-06,4626.72,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-07,4638.0975,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-08,4317.5375,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-09,4291.88,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-10,4191.175,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-11,4188.845,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-12,4148.2675,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-13,3874.2588,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-14,3226.4125,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-15,3686.9,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-16,3678.7375,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-17,3672.5663,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-18,4067.0775,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-19,3896.9988,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-20,3858.0888,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-21,3612.6813,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-22,3603.3088,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-23,3777.2938,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-24,3662.12,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-25,3927.4988,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-26,3895.5125,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-27,4208.5613,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-28,4185.2925,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-29,4164.1038,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-09-30,4353.0475,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-01,4394.6388,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-02,4404.0975,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-03,4320.09,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-04,4225.9238,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-05,4322.755,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-06,4370.245,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-07,4437.0338,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-08,4596.9625,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-09,4772.975,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-10,4754.6988,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-11,4830.7663,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-12,5439.1338,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-13,5640.1275,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-14,5809.6938,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-15,5697.3917,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-16,5754.2213,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-17,5595.235,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-18,5572.1988,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-19,5699.5838,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-20,5984.0863,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-21,6013.2288,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-22,5984.9563,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-23,5895.2988,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-24,5518.85,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-25,5733.9038,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-26,5888.145,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-27,5767.68,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-28,5732.825,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-29,6140.5313,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-30,6121.8,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-10-31,6447.6675,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-01,6750.1725,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-02,7030.0025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-03,7161.4513,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-04,7386.9988,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-05,7382.4488,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-06,6958.2113,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-07,7118.8013,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-08,7458.795,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-09,7146.7813,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-10,6570.3125,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-11,6337.0,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-12,5857.3175,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-13,6517.6763,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-14,6598.7688,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-15,7279.0013,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-16,7843.9375,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-17,7689.9088,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-18,7776.94,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-19,8033.9363,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-20,8238.2025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-21,8095.5938,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-22,8230.6925,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-23,8002.6413,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-24,8201.4613,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-25,8763.785,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-26,9326.5888,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-27,9739.055,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-28,9908.2288,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-29,9816.3475,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-11-30,9916.5363,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-01,10859.5625,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-02,10895.0138,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-03,11180.8875,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-04,11616.855,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-05,11696.0583,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-06,13708.9913,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-07,16858.02,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-08,16057.145,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-09,14913.4038,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-10,15036.9563,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-11,16699.6775,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-12,17178.1025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-13,16407.2025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-14,16531.0838,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-15,17601.9438,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-16,19343.04,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-17,19086.6438,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-18,18960.5225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-19,17608.35,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-20,16454.7225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-21,15561.05,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-22,13857.145,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-23,14548.71,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-24,13975.4363,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-25,13917.0275,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-26,15745.2575,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-27,15378.285,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-28,14428.76,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-29,14427.87,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-30,12629.8138,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2017-12-31,13860.1363,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-01,13412.44,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-02,14740.7563,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-03,15134.6513,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-04,15155.2263,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-05,16937.1738,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-06,17135.8363,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-07,16178.495,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-08,14970.3575,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-09,14439.4738,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-10,14890.7225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-11,13287.26,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-12,13812.715,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-13,14188.785,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-14,13619.0288,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-15,13585.9013,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-16,11348.02,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-17,11141.2488,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-18,11250.6475,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-19,11514.925,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-20,12759.6413,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-21,11522.8588,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-22,10772.15,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-23,10839.8263,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-24,11399.52,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-25,11137.2375,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-26,11090.0638,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-27,11407.1538,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-28,11694.4675,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-29,11158.3938,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-30,10034.9975,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-01-31,10166.5063,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-01,9052.5763,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-02,8827.63,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-03,9224.3913,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-04,8186.6488,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-05,6914.26,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-06,7700.3863,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-07,7581.8038,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-08,8237.2363,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-09,8689.8388,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-10,8556.6125,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-11,8070.7963,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-12,8891.2125,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-13,8516.2438,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-14,9477.84,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-15,10016.4888,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-16,10178.7125,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-17,11092.1475,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-18,10396.63,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-19,11159.7238,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-20,11228.2413,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-21,10456.1725,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-22,9830.4263,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-23,10149.4625,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-24,9682.3825,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-25,9586.46,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-26,10313.0825,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-27,10564.4188,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-02-28,10309.6413,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-01,10907.59,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-02,11019.5213,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-03,11438.6513,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-04,11479.7313,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-05,11432.9825,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-06,10709.5275,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-07,9906.8,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-08,9299.2838,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-09,9237.05,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-10,8787.1638,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-11,9532.7413,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-12,9118.2713,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-13,9144.1475,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-14,8196.8975,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-15,8256.9938,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-16,8269.3275,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-17,7862.1088,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-18,8196.0225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-19,8594.1913,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-20,8915.9038,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-21,8895.4,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-22,8712.8913,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-23,8918.7438,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-24,8535.8938,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-25,8449.835,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-26,8138.3363,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-27,7790.1575,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-28,7937.205,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
